"","Player","Season","Pos","Age","Tm","G","GS","MP","FGM","FGA","FGP","X3PM","X3PA","X3PP","X2PM","X2PA","X2PP","EFG","FTM","FTA","FTP","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS","X3PAR","FTR","ORBP","DRBP","TRBP","ASTP","STLP","BLKP","TOVP","USG","OWS","DWS","WS","WS48","OBPM","DBPM","BPM","VORP","MVP","DPOY"
"421","Paul Reed",2021,"PF",21,"PHI",23,0,6.2,1.3,2.5,0.534,0,0.3,0,1.3,2.3,0.596,0.534,0,0.2,0.25,0.9,1,1.9,0.3,0.3,0.5,0.4,1,2.7,18.2,0.527,0.103,0.069,15.7,18.1,16.9,7.7,2.7,7.5,14.3,21,0,0.3,0.4,0.122,-3.1,1.5,-1.6,0,0,0
"422","Naz Reid",2021,"C",21,"MIN",67,15,19.1,4.3,8.2,0.522,0.9,2.5,0.349,3.4,5.8,0.596,0.574,1.7,2.3,0.707,1.1,3.4,4.6,1,0.5,1.1,1,2.5,11.1,18.2,0.6,0.301,0.284,6.2,20.2,13,8.9,1.2,4.9,9.6,22.5,1.8,1.2,3,0.114,-0.2,-0.4,-0.6,0.4,0,0
"423","Cameron Reynolds",2021,"SF",25,"SAS",3,0,2,0.3,0.7,0.5,0,0,0,0.3,0.7,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.7,6.2,0.5,0,0,0,0,0,0,0,0,0,14.5,0,0,0,-0.015,-6.1,-3.2,-9.3,0,0,0
"424","Nick Richards",2021,"PF",23,"CHO",18,0,3.5,0.2,0.5,0.444,0,0.1,0,0.2,0.4,0.5,0.444,0.4,0.6,0.636,0.2,0.4,0.6,0.1,0,0,0.2,0.4,0.8,5.5,0.542,0.111,1.222,6.8,12.2,9.5,4.1,0,0,17.8,11.5,0,0,0,0.027,-5.8,-2.9,-8.7,-0.1,0,0
"425","Josh Richardson",2021,"SG",27,"DAL",56,56,30.9,4.6,10.5,0.434,1.5,4.6,0.326,3.1,5.9,0.518,0.505,1.7,1.9,0.913,0.9,2.5,3.4,2.6,1.1,0.4,1.4,2.3,12.3,12.1,0.543,0.437,0.176,3.1,8.8,6,12,1.7,1.3,10.7,18.2,1.1,1.4,2.6,0.071,-1.4,-0.4,-1.8,0.1,0,0
"426","Grant Riller",2021,"PG",23,"CHO",6,0,3.8,1.3,1.8,0.727,0.3,0.7,0.5,1,1.2,0.857,0.818,0,0,0,0,0.2,0.2,0.5,0.2,0,0.2,0,3,29.4,0.818,0.364,0,0,4.8,2.4,26.9,2.1,0,8.3,22.5,0.1,0,0.1,0.23,7.5,2.3,9.8,0.1,0,0
"427","Austin Rivers",2021,"SG",28,"TOT",33,4,23.3,2.9,6.8,0.426,1.5,4.1,0.366,1.4,2.7,0.517,0.536,0.7,0.9,0.71,0.2,2,2.2,2.2,0.9,0.1,0.9,1.7,7.9,10.3,0.551,0.601,0.139,1,9.6,5.3,13.3,1.9,0.3,11.6,15.3,0.4,0.8,1.2,0.078,-1.9,0.1,-1.8,0,0,0
"428","Andre Roberson",2021,"SG",29,"BRK",5,0,12.6,0.4,2.8,0.143,0.2,1.6,0.125,0.2,1.2,0.167,0.179,0.2,0.4,0.5,1.4,1.6,3,0.8,0.6,0.2,0.4,0.8,1.2,4.2,0.202,0.571,0.143,12.9,13.5,13.2,7.4,2.3,1.4,11.8,11.7,-0.1,0.1,-0.1,-0.044,-5.1,-1.2,-6.2,-0.1,0,0
"429","Duncan Robinson",2021,"SF",26,"MIA",69,69,31.7,4.4,10,0.442,3.5,8.6,0.41,0.9,1.4,0.63,0.617,0.9,1.1,0.827,0.1,3.4,3.5,1.8,0.6,0.2,1.1,2.5,13.2,11.1,0.632,0.855,0.109,0.3,12.2,6.4,8.4,0.9,0.8,9.7,16.5,1.9,1.7,3.6,0.08,-0.2,-1,-1.1,0.5,0,0
"430","Glenn Robinson III",2021,"SF",27,"SAC",23,2,16,1.8,4.3,0.424,0.7,1.9,0.364,1.1,2.4,0.473,0.505,0.9,1,0.913,0.5,1.5,2,0.9,0.2,0.1,0.5,1,5.3,9.1,0.554,0.444,0.232,3.3,10.4,6.8,7,0.5,0.7,9.2,14,0.3,0,0.2,0.032,-1.9,-2.8,-4.6,-0.2,0,0
"431","Jerome Robinson",2021,"SG",23,"WAS",17,6,17.9,1.6,5.6,0.295,0.6,2.5,0.262,1,3.1,0.321,0.353,0.9,1.2,0.8,0.2,2,2.2,1.5,0.7,0.4,1.1,1.8,4.9,4.1,0.4,0.442,0.211,1.4,11.8,6.6,10.2,1.8,1.6,15.5,16.7,-0.7,0.3,-0.4,-0.058,-6.5,-1.1,-7.6,-0.4,0,0
"432","Justin Robinson",2021,"PG",23,"OKC",9,0,9.8,0.8,2.3,0.333,0.4,1.6,0.286,0.3,0.8,0.429,0.429,0.3,0.6,0.6,0.1,0.7,0.8,1,0.3,0,0.2,1.1,2.3,6,0.453,0.667,0.238,1.2,7.2,4.1,14.1,1.6,0,7.9,12.2,0,0,0,0.02,-6.2,-1.3,-7.6,-0.1,0,0
"433","Mitchell Robinson",2021,"C",22,"NYK",31,29,27.5,3.7,5.7,0.653,0,0,0,3.7,5.7,0.653,0.653,0.8,1.7,0.491,3.6,4.5,8.1,0.5,1.1,1.5,0.8,2.8,8.3,17.7,0.642,0,0.301,14.5,17.6,16.1,2.9,2,5.1,11.5,11.7,1.8,1.6,3.4,0.191,-0.3,1.1,0.9,0.6,0,0
"434","Isaiah Roby",2021,"PF",22,"OKC",59,32,23.6,3.4,7,0.482,0.5,1.8,0.299,2.8,5.2,0.546,0.521,1.5,2,0.744,1.5,4.2,5.7,1.8,0.9,0.6,1.9,2.7,8.8,11.9,0.557,0.259,0.283,6.5,18.8,12.5,11.7,1.8,2.3,19.4,17.6,-0.2,1.5,1.3,0.044,-3.6,0.2,-3.4,-0.5,0,0
"435","Rajon Rondo",2021,"PG",34,"TOT",43,2,16.8,2,4.7,0.438,0.7,1.9,0.39,1.3,2.8,0.471,0.517,0.4,0.4,0.941,0.4,2,2.4,4.2,0.8,0.1,1.7,1.2,5.2,13,0.537,0.408,0.085,2.9,12.8,7.9,34.3,2.5,0.5,25.7,17.1,0.4,0.8,1.2,0.077,-0.8,0.4,-0.4,0.3,0,0
"436","Derrick Rose",2021,"PG",32,"TOT",48,3,25.6,5.8,12.4,0.469,1,2.6,0.386,4.8,9.7,0.491,0.51,2.2,2.6,0.863,0.4,2.2,2.6,4.3,1,0.4,1.6,1.1,14.8,18.5,0.55,0.214,0.209,1.5,9.4,5.5,28.3,2,1.5,10.4,25.9,1.5,1.5,3,0.119,1.5,0.3,1.7,1.2,0,0
"437","Terrence Ross",2021,"SG",29,"ORL",46,2,29.3,5.5,13.4,0.412,1.9,5.7,0.337,3.6,7.7,0.469,0.485,2.6,3,0.87,0.3,3.1,3.4,2.3,1,0.5,1.6,1.9,15.6,13.2,0.53,0.429,0.224,1.1,11.4,6.1,13.2,1.7,1.4,9.9,24.1,-0.1,1,0.9,0.032,-1.3,-1.1,-2.4,-0.1,0,0
"438","Terry Rozier",2021,"SG",26,"CHO",66,66,34.3,7.5,16.5,0.455,3.3,8.3,0.394,4.2,8.1,0.518,0.555,2.3,2.9,0.82,0.7,3.6,4.3,4.2,1.2,0.4,1.8,1.7,20.6,17.4,0.581,0.506,0.174,2.1,11.5,6.7,19.8,1.7,1.1,9.4,24.6,3.4,1.8,5.2,0.111,2.6,-0.9,1.7,2.1,0,0
"439","Ricky Rubio",2021,"PG",30,"MIN",65,49,26.2,2.9,7.4,0.392,1,3.1,0.314,1.9,4.2,0.449,0.458,2,2.3,0.867,0.4,2.8,3.2,6.4,1.5,0.1,1.7,2.1,8.8,13.7,0.522,0.425,0.313,1.6,12.2,6.7,33.6,2.7,0.2,16.6,16.1,1.9,1.3,3.1,0.088,-2,0,-2,0,0,0
"440","D'Angelo Russell",2021,"PG",24,"MIN",39,23,28.2,6.8,15.7,0.432,2.9,7.4,0.394,3.8,8.3,0.466,0.525,2.6,3.4,0.78,0.4,2.3,2.7,5.8,1,0.4,2.7,1.6,19.1,17.7,0.557,0.473,0.216,1.4,9.1,5.1,34.1,1.7,1.2,13.6,29.5,0.9,0.5,1.4,0.063,3.2,-1.9,1.3,0.9,0,0
"441","Domantas Sabonis",2021,"PF",24,"IND",60,60,36.1,7.8,14.5,0.539,0.9,2.6,0.325,6.9,11.8,0.586,0.568,4,5.5,0.732,2.4,9.6,12,6.6,1.2,0.6,3.4,3.3,20.4,20.7,0.606,0.181,0.378,7.4,28.6,18,27.2,1.6,1.2,16.9,23.9,4,3,7,0.154,2.5,1.5,4,3.3,0,0
"442","Luka Samanic",2021,"PF",21,"SAS",32,4,9.5,1.4,3.2,0.447,0.4,1.3,0.279,1.1,1.9,0.567,0.505,0.5,0.9,0.552,0.5,1.6,2.1,0.5,0.2,0.3,0.6,1.3,3.8,9.6,0.518,0.417,0.282,5.5,18.5,11.9,7,1.1,2.2,14.7,19.5,-0.2,0.3,0.1,0.017,-4.3,-0.9,-5.3,-0.2,0,0
"443","JaKarr Sampson",2021,"PF",27,"IND",26,4,10.2,1.6,3.3,0.471,0.1,0.5,0.25,1.5,2.9,0.507,0.489,0.6,1,0.6,0.8,1.7,2.5,0.1,0.1,0.5,0.5,1.8,3.8,9.1,0.51,0.138,0.287,9.1,17.9,13.5,1.5,0.4,4,12.5,18,-0.1,0.3,0.1,0.024,-6,-2.1,-8.2,-0.4,0,0
"444","Dario Saric",2021,"C",26,"PHO",47,1,16.9,3,6.6,0.452,1,2.7,0.354,2,3.9,0.519,0.524,1.6,1.8,0.86,0.9,2.8,3.7,1.3,0.5,0.1,1.1,1.9,8.5,14.3,0.574,0.41,0.277,6.2,18.5,12.5,10.4,1.6,0.5,13.4,22.5,0.6,0.9,1.5,0.093,-1.3,-0.8,-2.2,0,0,0
"445","Tomas Satoransky",2021,"SG",29,"CHI",57,18,22.6,2.9,5.7,0.511,0.7,2.1,0.356,2.2,3.6,0.599,0.575,1.2,1.4,0.848,0.5,1.9,2.5,4.7,0.7,0.2,1.6,1.5,7.7,13.9,0.613,0.363,0.243,2.6,9.4,6,28.1,1.5,0.9,20.7,15.3,1.9,1.1,3.1,0.114,-0.4,-0.1,-0.5,0.5,0,0
"446","Dennis Schroder",2021,"SG",27,"LAL",59,59,32.2,5.5,12.5,0.438,1.1,3.4,0.335,4.4,9.2,0.476,0.483,3.4,4,0.844,0.5,3,3.5,5.8,1.2,0.2,2.7,2.6,15.5,13.8,0.542,0.27,0.32,1.8,10.4,6.1,27.2,1.7,0.6,15.9,23,1,2.7,3.7,0.093,-1.1,0,-1.1,0.4,0,0
"447","Mike Scott",2021,"PF",32,"PHI",48,12,16.7,1.5,4,0.361,1,3,0.34,0.4,1,0.42,0.487,0.2,0.3,0.667,0.2,2.2,2.4,0.7,0.5,0.2,0.4,1.4,4.1,6.5,0.494,0.742,0.062,1.4,14.1,7.9,5.5,1.4,1.1,8.7,11.7,-0.1,1.1,0.9,0.056,-3.3,0.1,-3.2,-0.2,0,0
"448","Jay Scrubb",2021,"SG",20,"LAC",1,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-33.4,0,0,0,0,0,0,0,0,0,33.3,33.2,-0.1,0,-0.1,-0.88,-26.9,-13.9,-40.8,0,0,0
"449","Collin Sexton",2021,"SG",22,"CLE",57,57,35.6,8.9,18.6,0.475,1.6,4.5,0.37,7.2,14.2,0.508,0.519,5,6.2,0.808,1,2.2,3.2,4.3,1.1,0.2,2.7,2.6,24.4,17.8,0.57,0.239,0.333,3.1,7.1,5,22,1.5,0.4,11.3,29.5,2.4,0.8,3.3,0.077,1.8,-1.9,-0.1,0.9,0,0
"450","Landry Shamet",2021,"SG",23,"BRK",58,10,22.7,3,7.4,0.399,2,5.4,0.377,0.9,2,0.458,0.536,1.1,1.3,0.842,0.2,1.7,1.8,1.6,0.5,0.2,0.8,1.5,9.1,9.9,0.566,0.726,0.176,0.8,7.7,4.4,9.3,1.1,0.6,9.2,16.9,0.9,0.6,1.5,0.053,-1.4,-1.5,-2.9,-0.3,0,0
"451","Iman Shumpert",2021,"SG",30,"BRK",2,0,5.5,0.5,2,0.25,0,1.5,0,0.5,0.5,1,0.25,0,0,0,0.5,0,0.5,0,0.5,0,0.5,0,1,-0.3,0.25,0.75,0,10.5,0,5,0,4.4,0,20,19.8,-0.1,0,0,-0.212,-10.2,-2.7,-13,0,0,0
"452","Pascal Siakam",2021,"PF",26,"TOR",56,56,35.8,7.8,17.2,0.455,1.3,4.4,0.297,6.5,12.8,0.509,0.493,4.4,5.4,0.827,1.7,5.5,7.2,4.5,1.1,0.7,2.3,3.1,21.4,17.7,0.547,0.256,0.313,5,17.6,11.1,20.5,1.5,1.9,10.6,26.4,2.3,2,4.3,0.103,0.8,-0.4,0.4,1.2,0,0
"453","Chris Silva",2021,"PF",24,"TOT",15,0,6.1,0.7,1.1,0.625,0.1,0.1,1,0.6,1,0.6,0.656,0.7,1,0.733,0.5,1.3,1.8,0.4,0.1,0.4,0.7,1.6,2.1,11.5,0.708,0.063,0.938,8.9,24.3,16.7,9.3,0.5,6.6,30.7,15.9,0.1,0.1,0.2,0.101,-6.2,0.8,-5.5,-0.1,0,0
"454","Ben Simmons",2021,"PG",24,"PHI",56,56,32.6,5.7,10.2,0.557,0.1,0.2,0.3,5.6,10,0.562,0.56,3.1,5,0.606,1.6,5.7,7.4,6.9,1.6,0.6,3.1,3,14.4,18.3,0.583,0.018,0.496,5.6,19,12.4,31.1,2.4,1.7,19.9,20.4,2.5,3.3,5.7,0.15,0.7,1.9,2.6,2.1,0,0
"455","Anfernee Simons",2021,"SG",21,"POR",61,0,17.2,2.7,6.4,0.418,1.9,4.5,0.426,0.8,1.9,0.398,0.567,0.7,0.9,0.8,0.2,2,2.3,1.4,0.3,0.1,0.7,1.5,8,12.5,0.587,0.697,0.141,1.4,13,7,12,0.8,0.7,9.4,18.8,1.4,0.3,1.7,0.078,0.6,-1.8,-1.2,0.2,0,0
"456","Deividas Sirvydis",2021,"SG",20,"DET",19,0,6,0.4,1.5,0.276,0.3,1.1,0.286,0.1,0.4,0.25,0.379,0.2,0.3,0.5,0,1.5,1.5,0.3,0.1,0,0.2,0.5,1.3,3.1,0.395,0.724,0.207,0,27.5,13.6,6,0.9,0,11.2,13.7,-0.2,0.1,-0.1,-0.039,-6.6,-1,-7.6,-0.2,0,0
"457","Alen Smailagic",2021,"PF",20,"GSW",14,1,4.6,0.6,1.5,0.429,0.2,0.5,0.429,0.4,1,0.429,0.5,0.1,0.4,0.333,0.4,0.6,1,0.2,0.1,0.4,0.3,0.6,1.6,10.6,0.486,0.333,0.286,8.4,14.8,11.6,6.5,1.5,6.9,14.5,18.5,-0.1,0.1,0,0.028,-4.1,0.1,-3.9,0,0,0
"458","Marcus Smart",2021,"PG",26,"BOS",48,45,32.9,4.2,10.6,0.398,1.9,5.9,0.33,2.3,4.8,0.482,0.489,2.7,3.4,0.79,0.8,2.7,3.5,5.7,1.5,0.5,2,2.6,13.1,13.8,0.539,0.553,0.318,2.5,9.3,5.9,23.6,2.2,1.4,14.2,18.5,1.8,1.4,3.2,0.098,-0.4,-0.2,-0.6,0.6,0,0
"459","Dennis Smith Jr.",2021,"PG",23,"TOT",23,9,18.3,2.5,6.3,0.4,0.8,2.5,0.328,1.7,3.8,0.448,0.466,0.8,1.1,0.731,0.5,1.9,2.4,3.3,1,0.6,1.1,1.6,6.7,13.6,0.492,0.4,0.179,3.1,11.5,7.3,27.8,2.7,2.9,14.3,19,0.1,0.6,0.6,0.07,-1.3,1.5,0.2,0.2,0,0
"460","Ish Smith",2021,"PG",32,"WAS",41,1,20.5,2.8,6.5,0.427,0.4,1.1,0.383,2.3,5.4,0.436,0.461,0.4,0.8,0.581,0.5,2.8,3.2,3.8,0.7,0.3,0.9,1.4,6.4,11.4,0.47,0.176,0.116,2.4,14.2,8.3,24.6,1.6,1.2,11.9,15.7,0.1,0.8,0.9,0.051,-2.2,0.1,-2.1,0,0,0
"461","Jalen Smith",2021,"PF",20,"PHO",25,0,4.1,0.6,1.4,0.441,0.1,0.5,0.25,0.5,0.9,0.545,0.485,0.2,0.3,0.714,0.2,0.6,0.9,0.1,0,0.1,0.2,0.5,1.5,7.9,0.512,0.353,0.206,6.7,17.3,12.1,2.6,0.5,1.8,13.9,18.7,-0.1,0.1,0,0.011,-4.6,-1.4,-6,-0.1,0,0
"462","Tony Snell",2021,"SG",29,"ATL",45,23,21,1.8,3.6,0.506,1.4,2.4,0.565,0.5,1.2,0.389,0.694,0.2,0.2,1,0.4,2,2.3,1.3,0.2,0.2,0.4,1.6,5.2,9.4,0.707,0.667,0.068,1.9,10.2,6.1,8.1,0.6,1,10.2,8.6,1.5,0.4,1.9,0.096,-0.4,-0.4,-0.9,0.3,0,0
"463","Ray Spalding",2021,"C",23,"HOU",2,0,9.5,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,0,1,0,1,1,2,0,0,1,1.5,1.5,2,0.8,0.41,0.25,0.5,10.7,11.7,11.2,0,0,9.5,38.1,17.6,-0.1,0,-0.1,-0.184,-8.9,-1.4,-10.4,0,0,0
"464","Cassius Stanley",2021,"SG",21,"IND",22,0,3.8,0.6,1.8,0.333,0.1,0.5,0.25,0.5,1.2,0.37,0.372,0.3,0.4,0.778,0.3,0.5,0.9,0,0,0.1,0,0.5,1.6,7.9,0.419,0.308,0.231,9.2,15.6,12.4,1.6,0.6,2,2.3,22.6,-0.1,0.1,0,-0.013,-5.8,-3.6,-9.3,-0.2,0,0
"465","Lamar Stevens",2021,"PF",23,"CLE",40,0,12.5,1.6,3.4,0.456,0.1,0.6,0.16,1.5,2.8,0.523,0.471,0.9,1.3,0.725,0.6,1.8,2.4,0.6,0.4,0.3,0.6,1.3,4.1,10.5,0.521,0.184,0.375,5.2,16.7,10.8,7.4,1.7,2.3,12.7,15.9,0,0.4,0.4,0.043,-4,0,-4,-0.3,0,0
"466","Isaiah Stewart",2021,"C",19,"DET",68,14,21.4,3.3,6,0.553,0.3,0.9,0.333,3,5.1,0.592,0.578,0.9,1.4,0.696,2.3,4.3,6.7,0.9,0.6,1.3,1,2.7,7.9,16.4,0.597,0.154,0.225,12,22.6,17.3,6.3,1.3,5.1,13,15.5,1.9,2.1,4,0.132,-1.6,0.4,-1.2,0.3,0,0
"467","Max Strus",2021,"SF",24,"MIA",36,0,13,2.1,4.7,0.456,1.3,3.8,0.341,0.9,0.9,0.912,0.592,0.4,0.6,0.65,0.1,0.9,1,0.6,0.3,0,0.2,1.2,5.9,11.7,0.599,0.799,0.118,1.2,7.7,4.5,7.3,1.1,0.2,4.3,17.9,0.5,0.3,0.8,0.084,-0.4,-1.7,-2.1,0,0,0
"468","Edmond Sumner",2021,"SG",25,"IND",53,24,16.2,2.8,5.3,0.525,0.7,1.7,0.398,2.1,3.7,0.582,0.587,1.3,1.6,0.819,0.3,1.4,1.8,0.9,0.6,0.2,1,1.7,7.5,12.7,0.626,0.312,0.294,2.3,9.5,5.9,8,1.8,0.9,13.8,18.3,0.7,0.7,1.4,0.079,-2.3,-0.6,-2.9,-0.2,0,0
"469","Jae'Sean Tate",2021,"SF",25,"HOU",67,55,29.4,4.5,8.9,0.502,0.8,2.8,0.286,3.7,6.2,0.598,0.546,1.5,2.1,0.705,1.9,3.5,5.4,2.5,1.3,0.5,1.3,3.2,11.2,13.8,0.57,0.309,0.232,6.7,13.1,9.8,13,2,1.6,11.9,16.2,2.1,1.5,3.7,0.09,-1.7,0.5,-1.2,0.4,0,0
"470","Jayson Tatum",2021,"SF",22,"BOS",62,62,35.9,9.5,20.5,0.461,2.9,7.5,0.389,6.5,13,0.503,0.533,4.6,5.3,0.868,0.8,6.5,7.3,4.4,1.2,0.5,2.7,1.9,26.4,21.2,0.579,0.368,0.256,2.3,20.5,11.4,20.5,1.6,1.2,10.6,30.6,4.1,2.3,6.3,0.136,4.1,-0.5,3.7,3.2,0,0
"471","Jeff Teague",2021,"PG",32,"TOT",53,6,17.1,2.2,5,0.431,0.6,1.5,0.403,1.6,3.6,0.442,0.489,1.5,1.8,0.849,0.3,1.3,1.6,2.3,0.6,0.2,1.1,1.1,6.4,11.7,0.552,0.288,0.348,1.8,8.3,5.1,18,1.7,1.1,16.3,17.3,0.6,0.7,1.3,0.07,-2.1,-0.5,-2.6,-0.1,0,0
"472","Garrett Temple",2021,"SG",34,"CHI",53,23,27.3,2.8,6.9,0.415,1.2,3.6,0.335,1.6,3.3,0.503,0.503,0.8,0.9,0.8,0.5,2.4,2.9,2.2,0.8,0.5,1,2.3,7.7,8.3,0.526,0.525,0.137,2.1,9.6,5.9,10.7,1.4,1.6,12.5,13.2,0.2,1.3,1.5,0.05,-3.3,-0.2,-3.5,-0.5,0,0
"473","Tyrell Terry",2021,"PG",20,"DAL",11,0,5.1,0.5,1.5,0.313,0,0.6,0,0.5,0.8,0.556,0.313,0.1,0.3,0.333,0,0.5,0.5,0.5,0.5,0,0.2,0.2,1,6,0.318,0.438,0.188,0,11.7,5.9,14,4.4,0,10.4,15.3,-0.1,0.1,-0.1,-0.048,-7.7,2.2,-5.5,-0.1,0,0
"474","Daniel Theis",2021,"C",28,"TOT",65,51,24.6,3.9,7.2,0.541,0.8,2.3,0.322,3.1,4.8,0.646,0.593,1.1,1.7,0.673,1.4,4,5.5,1.7,0.6,0.9,1,2.6,9.6,15,0.609,0.326,0.236,6.5,18.3,12.4,9.5,1.2,3.3,11.4,15.7,2.4,1.8,4.2,0.126,-0.6,0.5,-0.2,0.7,0,0
"475","Brodric Thomas",2021,"SG",24,"TOT",29,1,10.7,1,2.9,0.353,0.5,1.7,0.313,0.5,1.3,0.405,0.441,0.9,1.2,0.714,0.2,1.1,1.3,0.8,0.3,0.3,0.8,1.1,3.4,7.4,0.498,0.565,0.412,2.4,11.5,6.8,10.9,1.6,2.9,18,17.1,-0.3,0.2,-0.1,-0.009,-4.8,-0.2,-5,-0.2,0,0
"476","Isaiah Thomas",2021,"PG",31,"NOP",3,0,16,3,9,0.333,1,4,0.25,2,5,0.4,0.389,0.7,0.7,1,0.3,1,1.3,1.7,0.3,0,2,1,7.7,2.4,0.412,0.444,0.074,2.3,6.8,4.5,15,1,0,17.7,29.7,-0.2,0,-0.2,-0.178,-8.1,-5.6,-13.8,-0.1,0,0
"477","Khyri Thomas",2021,"G",24,"HOU",3,0,28.7,7.3,14.3,0.512,2.7,7.3,0.364,4.7,7,0.667,0.605,3,3,1,1.3,2.7,4,3,2.7,1,1,1.7,20.3,27.5,0.649,0.512,0.209,4.7,10.3,7.4,18.7,4.4,3.1,6,24.7,0.3,0.1,0.4,0.237,3.8,2.3,6.1,0.2,0,0
"478","Matt Thomas",2021,"SG",26,"TOT",42,0,7.4,1.2,2.9,0.41,0.6,1.8,0.351,0.5,1.1,0.511,0.52,0.3,0.3,0.857,0.2,0.8,1,0.4,0.1,0,0.3,0.4,3.3,10.1,0.542,0.631,0.115,2.5,11.9,7.2,8.7,0.5,0,9.2,19.7,0.1,0.2,0.3,0.045,-2.2,-2.4,-4.6,-0.2,0,0
"479","Tristan Thompson",2021,"PF",29,"BOS",53,42,23.7,3.1,6,0.514,0,0.1,0,3.1,6,0.519,0.514,1.3,2.3,0.592,3.1,5,8.2,1.2,0.4,0.6,1.1,2.2,7.5,14.2,0.537,0.009,0.376,14.6,23.9,19.2,7.2,0.9,2.4,13.9,14.8,1.4,1.3,2.7,0.104,-1.4,-1.2,-2.6,-0.2,0,0
"480","Sindarius Thornwell",2021,"SG",26,"TOT",18,1,8.1,0.6,1.9,0.294,0.3,0.9,0.313,0.3,1,0.278,0.368,0,0.1,0,0.1,0.4,0.6,0.6,0.7,0.1,0.3,0.6,1.4,4.9,0.358,0.471,0.059,1.4,5.9,3.6,8.9,4,1.3,14.7,11.9,-0.3,0.2,-0.1,-0.03,-6.9,1.7,-5.3,-0.1,0,0
"481","Matisse Thybulle",2021,"SG",23,"PHI",65,8,20,1.6,3.7,0.42,0.7,2.2,0.301,0.9,1.5,0.59,0.508,0.1,0.3,0.444,0.5,1.4,1.9,1,1.6,1.1,0.5,2,3.9,10.1,0.508,0.588,0.074,2.6,7.8,5.3,6.3,3.9,4.9,11.3,9.4,0.1,2.7,2.8,0.103,-2.7,4.3,1.6,1.2,0,0
"482","Killian Tillie",2021,"C",22,"MEM",17,0,8.5,0.8,2.6,0.318,0.4,1.6,0.259,0.4,1,0.412,0.398,0.4,0.4,0.857,0.4,0.7,1.1,0.4,0.3,0.5,0.1,1.1,2.4,8.5,0.435,0.614,0.159,4.4,9,6.6,6.1,1.7,5,2.1,14.1,0,0.2,0.2,0.058,-4,-0.1,-4.1,-0.1,0,0
"483","Xavier Tillman Sr.",2021,"PF",22,"MEM",56,11,18.7,2.9,5.2,0.552,0.4,1.2,0.338,2.5,4,0.613,0.59,0.6,0.9,0.653,1.3,3.1,4.4,1.3,0.8,0.6,0.7,2,6.7,14.8,0.6,0.224,0.169,7.1,18,12.5,9.6,2,2.7,11.1,14.2,1.4,1.4,2.9,0.131,-1.2,0.9,-0.3,0.4,0,0
"484","Anthony Tolliver",2021,"PF",35,"PHI",8,0,9.8,0.1,1.5,0.083,0.1,1.1,0.111,0,0.4,0,0.125,0.6,0.8,0.833,0.4,0.8,1.1,0.3,0.4,0.3,0.4,0.8,1,1.4,0.273,0.75,0.5,4.3,8.3,6.3,3,1.9,2.3,17,9.7,-0.2,0.1,-0.1,-0.031,-7.9,-1.4,-9.3,-0.1,0,0
"485","Obi Toppin",2021,"PF",22,"NYK",59,0,11.2,1.7,3.4,0.493,0.4,1.4,0.301,1.3,2,0.625,0.554,0.3,0.4,0.731,0.4,1.9,2.3,0.5,0.3,0.2,0.4,0.9,4.1,12.6,0.569,0.409,0.128,4.3,17.9,11.1,6.3,1.3,2,9.7,15.9,0.5,1,1.5,0.105,-1.6,0.4,-1.2,0.1,0,0
"486","Juan Toscano-Anderson",2021,"SG",27,"GSW",51,15,20.5,2.2,3.8,0.585,0.7,1.7,0.412,1.5,2.2,0.718,0.674,0.4,0.6,0.69,0.5,3.8,4.4,2.7,0.8,0.5,1.1,2.1,5.5,12.6,0.681,0.436,0.149,2.9,19.5,11.3,17.8,1.7,2.2,21.8,10.8,1.3,1.5,2.8,0.13,-1.6,2.2,0.7,0.7,0,0
"487","Axel Toupane",2021,"SF",28,"MIL",8,1,7.6,0.5,1.4,0.364,0.1,0.3,0.5,0.4,1.1,0.333,0.409,0.6,0.9,0.714,0,0.8,0.8,0.5,0.3,0.4,0,0.8,1.8,9.1,0.497,0.182,0.636,0,10,5.2,7.6,1.5,4.4,0,9.7,0.1,0.1,0.1,0.098,-4.4,1.3,-3.1,0,0,0
"488","Karl-Anthony Towns",2021,"C",25,"MIN",47,47,33.9,8.6,17.6,0.489,2.5,6.4,0.391,6.1,11.2,0.545,0.56,5.3,6.1,0.861,2.6,8,10.5,4.6,0.8,1.2,3.2,3.7,24.9,23.2,0.615,0.362,0.347,7.9,26.5,16.8,22.8,1.1,3.1,13.7,29,3.6,1.5,5.1,0.155,4.1,0.4,4.5,2.6,0,0
"489","Gary Trent Jr.",2021,"SG",22,"TOT",58,38,31.1,5.5,13.5,0.408,2.8,7.4,0.385,2.7,6.1,0.435,0.513,1.4,1.8,0.783,0.5,2.2,2.6,1.4,1,0.2,0.7,1.6,15.3,12.1,0.534,0.546,0.135,1.6,7.8,4.6,6.6,1.5,0.5,4.9,20.9,1,0.7,1.7,0.046,-0.6,-2.1,-2.7,-0.3,0,0
